Time,X-coordinate,Y-coordinate
3.740000000000000213e+00,-1.042284732111816270e+00,-2.215130822623935236e-01
3.750000000000000000e+00,-9.978997151079476158e-01,-1.403171836745640277e-01
3.760000000000000231e+00,-1.185331762727829918e+00,-2.092600661141499341e-01
3.770000000000000018e+00,-1.598484768790806587e+00,-1.552026902283812460e+00
3.780000000000000249e+00,-5.404575344687968519e-01,-2.936432306279147308e+00
3.790000000000000036e+00,6.477347628338318009e-01,-2.588016981345088396e+00
3.800000000000000266e+00,4.448776940640382094e-01,-1.575188046280464826e+00
3.810000000000000053e+00,-8.317994341129322233e-01,-6.178865224077596530e-01
3.820000000000000284e+00,-8.380729960827135727e-01,-2.817996231190617262e+00
3.830000000000000071e+00,8.108256951274026569e-01,-1.533510642122408951e+00
3.839999999999999858e+00,-1.972063459157218590e+00,-1.095593103057779238e+00
3.850000000000000089e+00,-1.529838040202856408e+00,-5.127220473162320546e-01
3.859999999999999876e+00,5.051808673821543971e-01,2.031619225410413065e+00
3.870000000000000107e+00,2.287262556484694898e+00,1.893184798862389773e+00
3.879999999999999893e+00,2.042182511588707783e+00,2.388183629852891343e-01
3.890000000000000124e+00,5.551390236973220427e-01,2.439676866794396215e+00
3.899999999999999911e+00,5.971284558478393567e-01,2.641378273677964739e+00
3.910000000000000142e+00,-7.099378599629140307e-01,7.494533631453459410e-01
3.919999999999999929e+00,-2.108932632945751173e+00,-7.284623862698529351e-01
3.930000000000000160e+00,-2.626142379817458128e+00,-1.204426251044862894e+00
3.939999999999999947e+00,-2.415411737317858965e+00,-1.394121210206064720e+00
3.950000000000000178e+00,-2.271005205928376292e+00,-1.491666447966701892e+00
3.959999999999999964e+00,-2.164339629789394426e+00,-1.530966967075170881e+00
3.970000000000000195e+00,-2.087219828123893617e+00,-1.528986145157425591e+00
3.979999999999999982e+00,-2.033702148778552932e+00,-1.497097224306457974e+00
3.990000000000000213e+00,-1.998320854192829898e+00,-1.443423567375664129e+00
